"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"5404258";"15";"150120";"U S F IZIDORO BRAGA";"RUA SAO FRANCISCO";"SAO FRANCISCO";"-2.8004409007";"-49,6709918976"
"5521696";"15";"150120";"CENTRO DE REFERENCIA MUNICIPAL DE SAUDE DE BAIAO";"RUA SAO FRANCISCO";"SAO FRANCISCO";"-2.8027984234";"-49,6716570854"
"5585503";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE RODEADOR";"POVOADO RODEADOR";"RODEADOR";"-2.8798348442";"-41,9132914057"
"5586321";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE PIRANGI";"PIRANGI";"PIRANGI";"-3.0841101177";"-41,9146167072"
"5598842";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE NOVA CONCEICAO";"POVOADO NOVA CONCEICAO";"NOVA CONCEICAO";"-2.8906096389";"-41,9034382543"
"5598850";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE MAGU CANA BRAVA";"MAGU";"CANA BRAVA";"-3.0592677278";"-42,1649145731"
"5716373";"35";"354170";"ESF III MARIA DA GLORIA BENQUIQUE OJOPI";"RUA NICOLA CARONE";"VISTA VALE";"-22.24916";"-50,71223"
"5776880";"42";"420420";"CENTRO DE SAUDE DA FAMILIA BELA VISTA";"RUA HERCILIO PEDRO DA LUZ";"BELA VISTA";"-27.076502";"-52,631413"
"5792703";"15";"150120";"U S F LINDALVA RAMOS";"TRAVESSA RAIMUNDO PIMENTEL";"NOVO";"-2.8035914073";"-49,6663141251"
"5791154";"42";"420620";"UBS BELA VISTA";"RUA GETULIO LUIZ FERNANDES";"BELA VISTA";"-28.3197555213";"-49,0562135302"
"4221893";"50";"500375";"PSF ESF FERNANDO S CONTE";"RUA SPARTACO ASTOLFI";"SPARTACO ASTOLFI";"-23.7804923867";"-54,2840453982"
"4221931";"51";"510790";"CLINICA CAMPOS SINOP";"RUA DAS HORTENCIAS";"SETOR COMERCIAL";"-11.8581951751";"-55,5142807961"
"6180566";"31";"316443";"UBS ELZA RAMOS DE SOUZA";"RUA ADAO PINTO DE OLIVEIRA";"CENTRO";"-21.0722166311";"-42,6387065649"
"6337147";"33";"330540";"UNIDADE DE SAUDE DA FAMILIA CENTRO";"RUA PAPA JOAO XXIII";"CENTRO";"-21.9950529956";"-42,9133164883"
"6552536";"43";"431510";"PSF 3 PORTO XAVIER";"RUA OSVALDO CRUZ";"CENTRO";"-27.907658";"-55,138456"
"6633161";"15";"150800";"ESTRATEGIA DE SAUDE DA FAMILIA DR CLAUDIO KIYOSHI OHASHI";"BAIRRO NOVO";"NOVO";"-2.4165436371";"-48,2478868961"
"6705766";"27";"270460";"UBS URBANO II";"PRACA MANOEL BARBOSA ALCANTARA";"CENTRO";"-9.232852";"-37,351602"
"6723691";"15";"150120";"NUCLEO DE APOIO DE SAUDE DA FAMILIA";"TRAVESSA SANTA LUZIA";"CIDADE NOVA";"-2.7924601";"-49,6698023"
"0010650";"53";"530010";"UBS 2 PLANALTINA";"ENTRE QUADRAS 1 10 AREA ESPECIAL";"PLANALTINA";"-15.6123694";"-47,6432971"
"6958451";"50";"500085";"ESF LAURO DOMINGOS DE SOUZA";"RUA GAIVOTA LOTE 5 QUADRA 6";"MUTUM";"-22.155605";"-53,763938"
"0016977";"41";"410690";"UMS JOAO CANDIDO PSF";"RUA OURIZONA";"SITIO CERCADO";"-25.5412119";"-49,2584289"
"7236506";"21";"210090";"UBSF PLACAS";"POV PLACAS";"POVOADO";"-2.9812416985";"-41,8520969472"
"7310609";"35";"354170";"ESF IV SIDNEY CORDES NETO SIDINHO";"RUA GENERAL MARCONDES SALGADO";"CENTRO";"-22.25093";"-50,69592"
"7429584";"15";"150120";"UBS MANOEL PARAIBA";"VILA ANGELINOPOLIS";"RURAL";"-3.35065";"-49,7953"
"7429592";"15";"150120";"UBS JORGE BENCHIMOL";"TREVO PAMPELONIA";"RURAL";"-2.7626555959";"-49,7708559036"
"7542542";"43";"430187";"ESTRATEGIA DE SAUDE DA FAMILIA 02";"RUA SALDANHA MARINHO";"CENTRO";"-30.2069908741";"-57,5549054146"
"7705263";"35";"351350";"UBS VILA NOVA JUVENCIO P DE SOUZA";"RUA SAO JOAO";"VILA NOVA";"-23.8993194";"-46,4250802"
"7722788";"35";"353050";"CASA DO ADOLESCENTE DR VINICIUS GHIRLINZONI MONSORES";"RUA CRISPIM BASTOS SOBRINHO";"COHAB II";"-21.4998133";"-47,0090603"
"7826427";"35";"352130";"UBS JOSE BURANELO NETO CENTRO DE IMUNIZACAO";"AVENIDA JENNY MARCUSSI PACOR";"JARDIM BELA VISTA";"-20.4374285926";"-48,0246815085"
"7842279";"31";"314020";"U B S PREF NELSON DE SOUZA DE MATTOS";"RUA OSVALDO MACHADO";"CENTRO";"-21.698965";"-42,957725"
"7844328";"35";"351350";"UBS PILOES";"CAMINHO DOS PILOES";"PILOES";"-23.8893496161";"-46,4504957199"
"8014442";"24";"240830";"UNIDADE DE SAUDE DA FAMILIA EVANIELLE DE LIMA SILVA";"RUA CORONEL JOSE DE BRITO";"SAO SEBASTIAO";"-6.4830968728";"-35,4339981079"
"9264302";"15";"150800";"ESTRATEGIA DE SAUDE DA FAMILIA CICERO PEREIRA DE AGUIAR";"RODOVIA PA 140 KM 40";"LOCALIDADE KM 40";"-2.3016172898";"-48,0968570709"
"9332065";"31";"314760";"ESF CENTRO 006";"AV CORONEL RIBEIRO PEREIRA ESF";"CENTRO";"-22.3901385577";"-44,9650669098"
"9606769";"33";"330455";"CENTRO DE GINECOLOGIA E OBSTETRICIA DRA ELIZABETH COSTA MART";"RUA BACAIRIS";"TAQUARA";"-22.7124915";"-43,4016274"
"9979271";"27";"270430";"UBS FAM FUNDO DE AMPARO AOS MORADORES DO PINHEIRO";"AV ANTONIO LISBOA DE AMORIM";"BENEDITO BENTES";"-9.5463623";"-35,7378544"
"2162067";"31";"314390";"CENTRO DE ATENDIMENTO AO SERVIDOR";"R SIMEAO FERES";"SAFIRA";"-21.1324228626";"-42,3779582977"
"0000833";"26";"261160";"US 137 USF MAIS PROF DJAIR BRINDEIRO";"RUA COSMORAMA";"BOA VIAGEM";"-8.1402156";"-34,9107984"
"0000256";"26";"260290";"USF SANTA ROSA";"RUA SANTA ROSA";"PONTEZINHA";"-8.224304";"-34,9684098"
"0000361";"26";"260290";"USF SAO FRANCISCO II";"RUA 03";"SAO FRANCISCO";"-8.2940006";"-35,0475827"
"0001090";"26";"261160";"US 126 CS VER ROMILDO GOMES";"RUA JALISCO";"IMBIRIBEIRA";"-8.1163765";"-34,9119753"
"0106577";"35";"353475";"UBS CELESTINO CARNIELO";"RUA ANTONIO MENDES CORADO";"CENTRO";"-20.009751";"-50,375919"
"0177695";"23";"230640";"UNIDADE BASICA DE SAUDE FAZENDINHA";"AVENIDA FRANCISCA NANOSA FERNANDES ALVES";"FAZENDINHA";"-3.492369";"-39,593238"
"0207632";"52";"521830";"CENTRO DE ENFRENTAMENTO DA COVID 19";"RUA CORRENTINA";"CENTRO";"-14.0915221905";"-46,3621973991"
"0001813";"26";"261160";"US 112 CS DR JOSE DUSTAN CARVALHO SOARES";"AV MAURICIO DE NASSAU";"IPUTINGA";"-8.0373446";"-34,9337111"
"0225169";"26";"261500";"USF SERRINHA";"LOTEAMENTO SERRINHA";"PAO DE ACUCAR";"-7.9021598";"-36,043337"
"0259195";"35";"352740";"CENTRO ODONTOLOGICO DE LUCELIA";"AV ANTONIO CHAVARELLI";"VILA RANCHARIA";"-21.72877";"-51,01506"
"0002291";"28";"280030";"US GERALDO MAGELA DE MENEZES SAO CONRADO";"CENTRAL IV";"SAO CONRADO";"-10.9703479518";"-37,0901870728"
"0002305";"28";"280030";"US ADEL NUNES BAIRRO AMERICA";"R HAITI";"AMERICA";"-10.9141226";"-37,0870502"
"0002364";"28";"280030";"US CANDIDA ALVES SANTO ANTONIO";"RUA SAO JOAO";"SANTO ANTONIO";"-10.7399223";"-37,0807068"
"0266973";"35";"351100";"UNIDADE BASICA DE SAUDE ANASTACIO DIAS MOREIRA";"OUTROS ASSENTAMENTO NOSSA SENHORA APARECIDA II SAO";"SAO LUIZ";"-20.8973054537";"-51,5193557739"
"0003409";"28";"280030";"US JOAO DE OLIVEIRA SOBRAL SANTOS DUMONT";"RUA SENHOR DO BOMFIM";"SANTOS DUMONT";"-10.9037733313";"-37,1681213379"
"0602515";"21";"210720";"UBS ASSENTAMENTO BURITI NIZOCA VIANA BRAGA";"ASSENTAMENTO BURITI";"ASSENTAMENTO BURITI";"-3.4607864513";"-43,9107656479"
"0766097";"35";"351390";"ESF UNIDADE DE SAUDE ANNA NERY";"RUA GOIAS";"CENTRO";"-21.7275204556";"-46,6494995356"
"0005266";"29";"292740";"USF PARQUE DE PITUACU";"RUA ARAUJO BASTOS";"PITUACU";"-12.9685659";"-38,4164405"
"0847666";"31";"310160";"UNIDADE BASICA DE SAUDE BARRANCO ALTO";"NORMANDO TRINDADE";"BARRANCO ALTO";"-21.429";"-45,947"
"0862320";"35";"352490";"VIGILANCIA EM SAUDE";"RUA ANTONIO DE CASTRO LEITE";"CENTRO";"-23.2558792";"-45,691778388"
"0928631";"28";"280060";"POLICLINICA SANTA MARIA";"RUA WILSON SIMONAL";"PRISCO VIANA";"-10.9085497";"-37,0299081"
"0006912";"29";"292740";"UBS DE CALABETAO";"RUA CLERISTON ANDRADE";"CALABETAO";"-12.9311597";"-38,4661847"
"0007765";"15";"150240";"USF FRANCISCO CORREA";"AGROVILA FRANCISCO CORREA";"AGROVILA F CORREA";"-1.2968124241";"-47,9222989082"
"0007803";"15";"150240";"USF JOSE PEDRO ALVES";"RUA PEDRO PORPINO";"SAO JOSE";;
"0007811";"15";"150240";"USF MACAPAZINHO";"AGROVILA MACAPAZINHO";"AGROVILA MACAPAZINHO";"-1.3882184574";"-47,9832601547"
"0007846";"15";"150240";"USF SARAH MARTINS";"AV BARAO DO RIO BRANCO";"APEU";"-1.2994952";"-47,9877699"
"0007854";"15";"150240";"USF CAMPINA";"AGROVILA DE CAMPINAS";"AGROVILA DE CAMPINAS";"-1.0561396";"-47,8804161"
"0008346";"35";"353440";"UBS FRANCISCO DIAS DA SILVA";"RUA MAL EDGAR DE OLIVEIRA";"VIL QUITAUNA";"-23.5311713";"-46,8102239253"
"0008362";"35";"353440";"UBS RAIMUNDA CAVALCANTE DE SOUZA";"RUA PROFESSORA ADELAIDE ESCOBAR BUENO";"MUNHOZ JR";"-23.4982772613";"-46,8038888795"
"0008567";"35";"354780";"UBS JARDIM BOM PASTOR";"RUA JOSE DANGELO";"JARDIM BOM PASTOR";"-23.6745374";"-46,5528171"
"0008575";"35";"354780";"UBS VILA LINDA";"RUA INGA";"VILA LINDA";"-23.6921924";"-46,5202207"
"0008583";"35";"354780";"UBS VILA LUCINDA";"RUA CACONDE";"VILA LUCINDA";"-23.6252448";"-46,5155031"
"0008591";"35";"354780";"UBS CAMPESTRE";"RUA DAS FIGUEIRAS";"CAMPESTRE";"-23.6438944";"-46,5479456"
"0008613";"35";"354780";"UBS VILA PALMARES";"PRACA AUREA";"VILA PALMARES";"-23.651806666";"-46,5606111288"
"0008761";"35";"354780";"UBS JARDIM MAREK MARIA APARECIDA CESARIO DE OLIVEIRA";"RUA ENGENHEIRO ALFREDO HEITZMANN JUNIOR";"JARDIM MAREK";"-23.6764114379";"-46,4888951534"
"0009237";"35";"354990";"UBS VILA PAIVA";"RUA JOAO PEDRO DA ROCHA";"VILA PAIVA";"-23.1371";"-45,90964"
"0009245";"35";"354990";"UBS LIMOEIRO";"RUA CORIFEU DE AZEVEDO MARQUES";"LIMOEIRO";"-23.24221";"-45,93678"
"0009377";"35";"354990";"UBS VILA INDUSTRIAL E TATETUBA";"RUA MISAEL MARCAL";"VILA TATETUBA";"-23.1792768";"-45,8598605"
"0009415";"35";"354990";"UBS BOSQUE DOS EUCALIPTOS";"RUA MARIA PALMIRA FERREIRA IVO";"BOSQUE DOS EUCALIPTO";"-23.25039";"-45,88701"
"0011878";"32";"320530";"UNIDADE BASICA DE SAUDE JARDIM DA PENHA OTAVIANO R CARVALHO";"RUA FRANCISCO GENEROSO FONSECA";"JARDIM DA PENHA";"-20.2852088349";"-40,2976047993"
"0013048";"33";"330330";"UNIDADE BASICA DE SAUDE DO CENTRO";"RUA VISCONDE URUGUAI";"CENTRO";"-22.8920525";"-43,1244336"
"0013684";"41";"410400";"UNIDADE DE SAUDE JOAO HAMILTON BELO";"JULIO GUIDOLIN";"JARDIM SANTA ROSA";"-25.34597";"-49,07577"
"2026171";"35";"354330";"AMBULATORIO DE INFECTOLOGIA";"RUA JOAO DOMINGUES DE OLIVEIRA";"CENTRO";"-23.7135198";"-46,4136025"
"2026961";"35";"355030";"UBS VILA HELOISA";"RUA AYRES QUARESMA";"VILA HELOISA";"-23.58953";"-46,534856"
"2026988";"35";"355030";"AMA UBS VILA CALIFORNIA ZEILIVAL BRUSCAGIN";"PRACA CONDE DE JANUARIO";"VILA CALIFORNIA";"-23.6051269886";"-46,5552198887"
"2028557";"35";"352960";"UBS DE MERIDIANO";"RUA SETE DE SETEMBRO";"CENTRO";"-20.3561817477";"-50,1725471191"
"2033046";"35";"353475";"UBS NELSON RODRIGUES";"MARTINS DE SA";"CENTRO";"-20.001076";"-50,377249"
"2037033";"35";"353350";"UBS JARDIM SAO BENEDITO NOVO HORIZONTE";"AVN ANTONIO PEDRO TOMITAO";"JARDIM SAO BENEDITO";"-21.4731581048";"-49,2049312592"
"2039966";"35";"353350";"UBS JARDIM ALVORADA NOVO HORIZONTE";"RUA ANTONIO PEREIRA MOUTINHO";"JAD ALVORADA";"-21.4634731685";"-49,2149063945"
"2043998";"35";"353350";"UBS JAD SAO VICENTE DE PAULA NOVO HORIZONTE";"RUA GOIAS";"JAD SAO VICENTE";"-21.4715781063";"-49,2335987091"
"2044463";"35";"351840";"ESF VEREADOR ORLANDO PALANDI";"RUA PROF DINAH MOTTA RUNHA";"JAD DO VALE I";"-22.7799830838";"-45,186396717"
"0014907";"41";"410580";"CENTRO DE SAUDE ATUBA";"TRAVESSA LUDOVICO KLINDINGER";"ATUBA";"-25.38453";"-49,1897"
"0014915";"41";"410580";"CENTRO DE SAUDE JARDIM DAS GRACAS";"RUA ANGELO FALAVINHA DALPRA";"JARDIM DAS GRACAS";"-25.34368";"-49,17225"
"2045451";"35";"355030";"UBS VILA ALPINA DR HERMINIO MOREIRA";"RUA PARAMU";"VILA ALPINA";"-23.596251";"-46,56762"
"2054310";"35";"350270";"UNIDADE LAGEADO ARACAIBA APIAI";"RUA JERONIMO CARRIEL DE LIMA";"LAGEADO DE ARACAIBA";"-24.3829303651";"-48,9058542252"
"2055082";"35";"353350";"CS DE NOVO HORIZONTE";"ALAMEDA ROBERTO DELA TOGNA";"VILA PATI";"-21.4666682702";"-49,2275691032"
"2055368";"35";"353850";"ESF SANTA ISABEL";"RUA OLINTO BONIFACIO";"SANTA ISABEL";"-22.6201908082";"-45,16518116"
"2057875";"35";"351390";"CENTRO DE SAUDE III DE DIVINOLANDIA";"RUA SETE DE SETEMBRO";"CENTRO";"-21.6629781";"-46,7363935"
"2057956";"35";"355670";"UBS DR WALFRED KASCHEL CASA VERDE";"RUA MORUBIXABA";"CASA VERDE";"-23.0304595";"-46,9887215"
"2061317";"35";"353140";"UBS GABRIEL JORGE VALERIO";"RUA OLIVIO DE CARVALHO";"DISTRITO ITAIUBA";"-20.719514122";"-49,8802471186"
"2061643";"35";"353010";"UBS NELSON YURASSECK MIRANDOPOLIS";"RUA BRASIL";"AMANDABA";"-21.1034863";"-51,16011717"
"2065460";"35";"352650";"UBSF ARLINDO VIDAL LEME LAVINIA";"HINTZ BRANDAO";"CENTRO";"-21.1653024432";"-51,0414717258"
"2067161";"35";"355400";"ESF DR ALMIRO DOS REIS LAURINDO TATUI SP";"CHIQUINHA RODRIGUES";"DR LAURINDO";"-23.3558885429";"-47,8568315506"
"0011827";"32";"320530";"UNIDADE BASICA DE SAUDE FORTE SAO JOAO BOLIVAR DE ABREU";"AV MARECHAL MASCARENHAS DE MORAES";"FORTE SAO JOAO";"-20.3182586031";"-40,3225600719"
"2074672";"35";"350315";"UNIDADE BASICA DE SAUDE DE ARAPEI DR HAROLDO VIANA RODRIGUES";"RUA SERGIO ANTONIO GOMES VIANA";"CENTRO";"-22.6701621";"-44,4479922"
"2083353";"35";"354020";"UPAM UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL";"SETE DE SETEMBRO";"CENTRO";"-21.0258667488";"-48,0399298668"
"2089858";"35";"353140";"ESF ORLANDO POLOTTO MONTE APRAZIVEL";"RUA CAMILO SOUBHIA";"CIDADE JARDIM";"-20.7670177817";"-49,7029528205"
"2092026";"35";"355680";"UNIDADE DE SAUDE DR PHEBO DE OLIVEIRA ROGE FERREIRA";"RUA HUMBERTO TORTORELI";"CENTRO";"-20.872199";"-48,296477"
"2100282";"31";"311170";"UNIDADE BASICA DE SAUDE DE CANAA";"AVENIDA PEDRO LOPES DIAS";"NOVO HORIZONTE";"-20.6878172284";"-42,6110851765"
"2102544";"31";"316770";"CENTRO DE SAUDE FRANCISCO MARCAL DOS SANTOS";"AVENIDA PREFEITO MIGUEL SANTIAGO";"CENTRO";"-19.2353083302";"-42,0984077454"
"2164272";"31";"315780";"VIGILANCIA SANITARIA DE SANTA LUZIA";"AVENIDA OITO";"FRIMISA";"-19.7576566825";"-43,8787078857"
"2166380";"31";"315160";"CENTRO DE SAUDE DE PLANURA";"RUA SACRAMENTO";"CENTRO";"-20.824018";"-48,420825"
"2173301";"31";"316250";"UBS SAO GONCALO DO AMARANTE";"RUA DOMINGOS TEODORO MACHADO";"CABURU";"-21.1513955234";"-44,3277955055"
"2181282";"31";"312710";"UNIDADE DE SAUDE DR ANTONIO ONOFRE MIZIARA";"RUA PAULO FERREIRA MACEDO";"CANDIDO PORTINARI";"-20.0094677";"-48,9307225"
"2181487";"31";"315160";"UBS DR ALVANIR BATISTA DE OLIVEIRA";"RUA ARAXA";"VILA OLIMPICA";"-20.143426";"-48,703819"
"2182300";"31";"315460";"UNIDADE DE SAUDE DA FAMILIA SANTA MARGARIDA";"RUA TULIPAS";"SANTA MARGARIDA";"-19.7541024149";"-44,001660347"
"2193817";"31";"311170";"PROGRAMA SAUDE DA FAMILIA CACH GRANDE";"CACHOEIRA GRANDE";"ZONA RURAL";"-20.689965138";"-42,6521873474"
"0017000";"41";"410690";"UMS SALVADOR ALLENDE PSF";"RUA CELESTE TORTATO GABARDO";"SITIO CERCADO";"-25.5434058";"-49,277198"
"2212382";"31";"315960";"ESF 04 SANTA RITA DO SAPUCAI";"RUA CRESCENCIO RIBEIRO";"MARIA SILVERIO";"-22.2425400409";"-45,7052761316"
"2218003";"31";"317115";"CENTRO DE SAUDE VERMELHO NOVO";"AVENIDA PREFEITO WILSON DAMIAO";"CENTRO";"-20.035157";"-42,267148"
"2224879";"43";"430676";"ESF JORGE VIDAL AMARAL LOTEAMENTO";"RUA ANTONIO MARIANTE";"LOTEAMENTO";"-29.9952137796";"-51,3086414337"
"2236001";"43";"432260";"UBS CENTRAL";"REINALDO SCHMAEDECKER";"CENTRO";"-29.6113902871";"-52,1919465065"
"2244845";"43";"432320";"CENTRO MUNICIPAL DE SAUDE IVO OTTO SCHNEIDER";"AV COCHINHO";"CENTRO";"-28.5666483315";"-52,7469116449"
"2248468";"43";"430511";"UNIDADE BASICA DE SAUDE DE CENTENARIO";"RUA ANTONIO MENEGATTI";"CENTRO";"-27.7610355632";"-51,998924017"
"0017337";"41";"410690";"UMS PARQUE INDUSTRIAL";"RUA LAUDELINO FERREIRA LOPES";"CAPAO RASO";"-25.5078907";"-49,3044409"
"0017345";"41";"410690";"UMS VILA VERDE PSF";"RUA EMILIO ROMANI";"CIDADE INDUSTRIAL";"-25.5421762";"-49,3182013"
"0017361";"41";"410690";"UMS MORADIAS DA ORDEM PSF";"RUA JOVENILSON DE OLIVEIRA";"TATUQUARA";"-25.5587803";"-49,3313851"
"2251469";"43";"432145";"CENTRO AVANCADO DE SAUDE BRUNO LEOPOLDO SCHNEIDER";"RUA ARNALDO KRUG";"CANABARRO";"-29.5049901017";"-51,8065345287"
"2282577";"33";"330060";"VIGILANCIA EM SAUDE";"RUA PHILOMENA CYRILLO";"CENTRO";"-21.139687";"-41,676099"
"2287609";"33";"330030";"ESF BOA SORTE SILVERIA JULIA DE SOUZA";"RUA MILITAO JOSE DA SILVA";"BOA SORTE";"-22.482932299";"-43,8344598191"
"2287641";"33";"330030";"ESF DORANDIA DR OSWALDO MILWARD";"PRACA COMENDADOR NOBREGA";"DORANDIA";"-22.4671597084";"-43,9430346058"
"2287668";"33";"330030";"ESF IPIABAS PREFEITO JOAO ANTONIO CAMERANO";"RUA MILTON TEIXEIRA DE OLIVEIRA";"IPIABAS";"-22.3731816777";"-43,8733867974"
"2287684";"33";"330030";"ESF SAO JOSE DO TURVO LUIS PAULO CARRARO";"RUA ULISSES DIAS VALENTE";"SAO JOSE DO TURVO";"-22.3609795248";"-44,0149240098"
"2287706";"33";"330030";"ESF VARGEM GRANDE ANTONIO CARDOSO DA SILVEIRA";"AVENIDA GETULIO VARGAS";"VARGEM GRANDE";"-22.4878924117";"-43,8187937755"
"2287714";"33";"330030";"UBS MORRO DO GAMA MARIA JOAQUINA NAMBUCO";"RUA MANUEL JUVENCIO";"MORRO DO GAMA";"-22.4802278942";"-43,8252221943"
"2287722";"33";"330030";"ESF CALIFORNIA MODULO I JOAO ELIAS GUEDES";"AVENIDA LUIZ ROBERTO COUTINHO";"CALIFORNIA DA BARRA";"-22.4779940419";"-44,0474272648"
"2287765";"33";"330030";"ESF PONTE VERMELHA ALCEBIADES NOGUEIRA DA SILVA";"TRAVESSA CARMEN RODRIGUES SANTANA";"PONTE VERMELHA";"-22.5055817435";"-43,8196932149"
"2287773";"33";"330030";"ESF SANTANA DE BARRA";"RUA VEREADOR OSMAR DIAS FERREIRA";"CHALET";"-22.5296109";"-43,8118547"
"2287781";"33";"330030";"EAP PARQUE SAO JOAQUIM FRANCISCO CARIELLO";"RUA VICENTE JOSE CAMILO";"PARQUE SAO JOAQUIM";"-22.4578244987";"-43,8085200709"
"2287803";"33";"330030";"ESF PARQUE SANTANA PREFEITO ARTHUR LEANDRO A COSTA";"RUA MARCOS DE SOUZA LIMA";"PARQUE SANTANA";"-22.5152524543";"-43,8060808556"
"2287838";"33";"330030";"ESF AREAL FRANCISCO DE PAULA MOURA";"RUA VEREADOR SEBASTIAO DE CARVALHO";"AREAL";"-22.4956720597";"-43,828937612"
"2287846";"33";"330030";"ESF OFICINAS VELHAS DELCY PEDRO LOURENCO";"RUA ANTONIO DA SILVA BRINCO";"OFICINAS VELHAS";"-22.4793175315";"-43,837808402"
"2287854";"33";"330030";"EAP SANTO ANTONIO GERALDO DE OLIVEIRA";"RUA ANTONIO DE ALMEIDA";"SANTO ANTONIO";"-22.4537475737";"-43,820833841"
"2287862";"33";"330030";"ESF CANTAO JOAO GOMES";"RUA CORONEL HENRIQUE NORA JUNIOR";"CANTAO";"-22.481450513";"-43,8488336077"
"2290189";"33";"330140";"ESF CLINICA DA FAMILIA DR EUCLIDES MONTELEONE";"RUA RANULFO GOMES";"SAO HENRY";"-22.0838675";"-41,8722789"
"0018031";"41";"411910";"CENTRO DE SAUDE DE PIEN";"RUA BELO HORIZONTE";"CENTRO";"-26.099782";"-49,428038"
"2313383";"15";"150210";"UNIDADE BASICA DE SAUDE FAMILIA DE JARACUERA";"POVOADO DE JARACUERA";"ZONA RIBEIRINHA";"-2.069442787";"-49,3382263184"
"2317273";"15";"150180";"UBS ALAIDE BAIA BARBOSA";"RUA JOSE RODRIGUES DA FONSECA";"CASTANHEIRA";"-1.6798735413";"-50,4854178429"
"2317303";"15";"150180";"UBS ANTONIO DIAS";"AV MELGACO";"CIDADE NOVA";"-1.6911768417";"-50,4771995544"
"2317672";"15";"150180";"UBSR AMANCIO P DA CRUZ SAO MIGUEL";"RIO MACACOS";"RURAL";"-1.3518370143";"-50,4759907169"
"2317680";"15";"150180";"UBS SERGIO RICARDO BATISTA DOS SANTOS";"ESTRADA BREVES ANAJAS";"ZONA RURAL";"-1.58114388";"-50,4286193848"
"2317710";"15";"150180";"UBSR PORTO CACIQUE";"RIO JAPICHAUA";"RURAL";"-0.754981";"-50,268362"
"2321068";"25";"250550";"UNIDADE BASICA DE SAUDE MARLUCIA GOMES DE ARAUJO";"MARIA GIL DE MEDEIROS";"CENTRO";"-6.8101275919";"-37,5744201227"
"2328674";"15";"150080";"CLINICA SAUDE DA FAMILIA CELSO LEAO";"RUA CLAUDIO SANDERS";"MAGUARI";"-1.37015633";"-48,373146"
"2362104";"25";"251365";"POSTO DE SAUDE DE FAZENDA NOVA";"DISTRITO DE FAZENDA NOVA";"DISTRITO";"-6.4488284094";"-38,4830367565"
"2365650";"22";"220030";"USF SAO NICOLAU";"POV SAO NICOLAU";"ZONA RURAL";"-5.052387";"-42,014432"
"2367068";"22";"220558";"U B S DELMA DA SILVA ABREU";"RUA FLORENCIO DA COSTA LIMA";"CENTRO";"-5.4158158071";"-42,6426976919"
"2367106";"22";"220277";"PS DA SECRETARIA COLONIA DO PIAUI PSF";"RUA CORONEL LUIZ GONZAGA";"MATADOURO";"-7.222119";"-42,177006"
"0018511";"41";"412080";"UNIDADE DE SAUDE JARDIM MENINO DEUS";"RUA CARLOS SBRISSIA";"JARDIM MENINO DEUS";"-25.36953896";"-49,1040372849"
"2370883";"50";"500790";"CENTRO DE SAUDE CENTRAL DE SIDROLANDIA";"RUA RIO GRANDE DO NORTE";"CENTRO";"-20.9220203";"-54,954943"
"2383438";"52";"522185";"UNIDADE BASICA DE SAUDE CEU AZUL";"AREA ESPECIAL";"CEU AZUL";"-16.054388";"-48,008204"
"2384183";"52";"521830";"DISTRITO DE BARBOSILANDIA POSSE";"DISTRITO DE BARBOSILANDIA AVENIDA CENTRAL";"DISTRITO";"-14.285521344";"-46,2777292728"
"2396793";"51";"510760";"POLICLINICA CENTRAL";"RUA 13 DE MAIO";"CENTRO";"-16.4505396";"-54,6500884"
"2388898";"29";"290720";"POLICLINICA MUNICIPAL DR HENRIQUE ALEXANDRE MIRANDA SANTOS";"PRACA 04";"CENTRO";"-9.176256";"-40,70749"
"0018953";"41";"412550";"UNIDADE DE SAUDE MURICI";"RUA JOAO LIPINSKI";"MURICI";"-25.5847174107";"-49,1314172745"
"2413760";"29";"291560";"ESFSB FATIMA 1";"RUA VALDEMAR FONTES AZEVEDO";"FATIMA";"-17.0423";"-39,533"
"2416743";"24";"240325";"USF BOA ESPERANCA TEODOMIRO BARBOSA DA SILVA";"RUA VINTE E UM DE ABRIL";"BOA ESPERANCA";"-5.9283355";"-35,2609324"
"2416751";"24";"240325";"USF NOVA PARNAMIRIM I SUZETE CAVALCANTE";"RUA DOS BEM TEUS";"NOVA PARNAMIRIM";"-5.876502";"-35,211396"
"2416778";"24";"240325";"USF EMAUS I PROF CLOVIS GONSALVES DOS SANTOS";"RUA DOM BOSCO";"EMAUS";"-5.8878258";"-35,2314437"
"2416786";"24";"240325";"USF JARDIM PLANALTO DR ANTONIO FERREIRA";"RUA BEIJA FLOR";"JARDIM PLANALTO";"-5.9299792";"-35,2571644"
"2416794";"24";"240325";"USF COHABINAL";"RUA EDUARDO MEDEIROS";"COHABINAL";"-5.9214015";"-35,2662406"
"2416808";"24";"240325";"USF CENTRO";"RUA SENADOR JOAO CAMARA";"CENTRO";"-5.92243";"-35,26251"
"2465329";"21";"210990";"UNIDADE BASICA DE SAUDE DO SAO JOSE DO ATERRADO";"RUA GRANDE";"SAO JOSE DO ATERRADO";"-3.761419";"-45,354226"
